Timestamp	Battery	Time_ms	Q0	Q1	Q2	Q3	Acc_X	Acc_Y	Acc_Z	Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8
2025-02-05 08:00:57	164	78494	351958464	235099184	3310463616	4227754040	2382	1070	-3204	20475	20	0	0	0	45	0	0
2025-02-05 08:00:57	167	78604	352498560	232951360	3309961024	4230527472	2390	1028	-3176	20475	35	0	0	0	50	0	0
2025-02-05 08:00:57	166	78835	351784128	230239376	3309366336	4226118464	2366	1082	-3192	20475	30	0	0	0	45	0	0
2025-02-05 08:00:57	166	79060	351059872	227876464	3308640896	4224958376	2350	1074	-3178	20475	35	0	0	0	45	0	0
2025-02-05 08:00:57	168	79173	350902016	225433808	3307926464	4226342592	2350	1076	-3152	20475	30	0	0	0	50	0	0
2025-02-05 08:00:57	166	79398	351310272	222943680	3307503104	4226386080	2358	1038	-3206	20475	30	0	0	0	50	0	0
2025-02-05 08:00:58	166	79623	352425152	221926336	3307765184	4225047584	2346	972	-3182	20475	30	0	0	0	50	0	0
2025-02-05 08:00:58	166	79736	351450720	220797936	3307389376	4221944920	2346	1062	-3246	20475	35	0	0	0	50	0	0
2025-02-05 08:00:58	166	79961	352127072	217447968	3306862464	4222280120	2394	1028	-3226	20475	30	0	0	0	50	0	0
2025-02-05 08:00:58	163	80073	351957664	216462992	3306704768	4220682040	2344	1076	-3142	20475	40	0	0	0	55	0	0
2025-02-05 08:00:58	166	80186	350573088	215787824	3306136832	4219733528	2362	1046	-3248	20475	35	0	0	0	45	0	0
2025-02-05 08:00:58	168	80298	352241056	214215344	3306373248	4219924712	2358	1086	-3156	20475	40	0	0	0	50	0	0
2025-02-05 08:00:59	166	80524	352294688	211274272	3305778560	4219675352	2364	1058	-3126	20475	35	0	0	0	50	0	0
2025-02-05 08:00:59	166	80749	349036960	205793456	3303496640	4219338576	2372	1088	-3142	20475	35	0	0	0	50	0	0
2025-02-05 08:00:59	168	80861	349520000	204769056	3303810688	4214808256	2336	1058	-3166	20475	40	0	0	0	50	0	0
2025-02-05 08:00:59	165	81086	347271808	201750608	3302397824	4214862688	2350	1078	-3200	20475	35	0	0	0	50	0	0
2025-02-05 08:00:59	166	81317	347898304	198294784	3301967744	4214287544	2390	1052	-3202	20475	45	0	0	0	50	0	0
2025-02-05 08:01:00	165	81430	346768928	197074864	3301414208	4213256848	2304	1078	-3222	20475	55	0	0	0	50	0	0
2025-02-05 08:01:00	166	81660	346761440	194539504	3300926336	4213082320	2330	1020	-3236	20475	45	0	0	0	50	0	0
2025-02-05 08:01:00	167	81886	347397792	192046480	3301003520	4209055968	2352	1108	-3206	20475	35	0	0	0	45	0	0
2025-02-05 08:01:00	168	81998	347589440	190754960	3300746816	4209930216	2348	1050	-3178	20475	40	0	0	0	50	0	0
2025-02-05 08:01:00	166	82111	346244640	188896848	3299782464	4211592040	2352	1058	-3220	20475	50	0	0	0	45	0	0
2025-02-05 08:01:00	166	82223	347405152	188046896	3300273856	4208684968	2338	1120	-3208	20475	45	0	0	0	45	0	0
2025-02-05 08:01:01	165	82448	347100416	185229856	3299568128	4209507504	2350	1054	-3174	20475	55	0	0	0	50	0	0
2025-02-05 08:01:01	168	82561	345499744	185233136	3299310528	4206097880	2354	1076	-3250	20475	50	0	0	0	45	0	0
2025-02-05 08:01:01	166	82786	345816736	182804384	3299017152	4205589896	2334	1074	-3200	20475	50	0	0	0	45	0	0
2025-02-05 08:01:01	167	83011	346055264	180298896	3298600768	4206066088	2360	1056	-3224	20475	55	0	0	0	45	0	0
2025-02-05 08:01:01	163	83124	348158880	178187840	3298919296	4206455712	2370	1072	-3174	20475	50	0	0	0	45	0	0
2025-02-05 08:01:01	167	83349	346583168	175968816	3298062336	4205483200	2368	1076	-3196	20475	60	0	0	0	45	0	0
2025-02-05 08:01:02	165	83461	345340576	175625136	3297876224	4202140224	2344	1094	-3204	20475	55	0	0	0	45	0	0
2025-02-05 08:01:02	165	83574	345296256	173829344	3297324800	4204551864	2324	1070	-3204	20475	55	0	0	0	50	0	0
2025-02-05 08:01:02	167	83805	347401056	174038608	3298383296	4201398912	2398	1020	-3240	20475	65	0	0	0	45	0	0
2025-02-05 08:01:02	167	83923	345493760	172059040	3296976512	4205772832	2346	1030	-3226	20475	65	0	0	0	45	0	0
2025-02-05 08:01:02	166	84148	345024128	170953264	3297165568	4199904920	2324	1034	-3230	20475	60	0	0	0	45	0	0
2025-02-05 08:01:02	166	84261	344375872	168010304	3296088576	4203693952	2334	1040	-3212	20475	60	0	0	0	45	0	0
2025-02-05 08:01:03	165	84486	345776224	165963808	3296814144	4197515816	2344	1098	-3190	20475	60	0	0	0	45	0	0
2025-02-05 08:01:03	161	84711	345076064	163186352	3296138048	4197271904	2370	1122	-3186	20475	60	0	0	0	45	0	0
2025-02-05 08:01:03	168	84823	344119776	161913760	3295537472	4197925168	2320	1096	-3170	20475	65	0	0	0	40	0	0
2025-02-05 08:01:03	166	85048	343835456	158542864	3294927040	4197640288	2332	1080	-3206	20475	60	0	0	0	45	0	0
2025-02-05 08:01:03	163	85274	345046752	156024784	3295226688	4194821536	2376	1108	-3210	20475	65	0	0	0	45	0	0
2025-02-05 08:01:03	167	85386	344879520	154295648	3294646208	4197395360	2356	1062	-3182	20475	65	0	0	0	40	0	0
2025-02-05 08:01:04	166	85611	344427648	151801424	3294336064	4195093528	2376	1094	-3212	20475	65	0	0	0	45	0	0
2025-02-05 08:01:04	164	85724	343912384	150807936	3294153024	4193658072	2382	1094	-3160	20475	65	0	0	0	45	0	0
2025-02-05 08:01:04	164	85836	343157056	149407264	3293653184	4193960880	2352	1076	-3210	20475	75	0	0	0	45	0	0
2025-02-05 08:01:04	165	85949	344352064	147773264	3293814656	4194022000	2334	1088	-3208	20475	65	0	0	0	45	0	0
2025-02-05 08:01:04	166	86067	342303104	146152672	3292912704	4193643888	2328	1066	-3228	20475	65	0	0	0	45	0	0
2025-02-05 08:01:04	163	86180	342978816	144752304	3293115712	4191926776	2310	1074	-3212	20475	75	0	0	0	40	0	0
